bin,jobnum,year,units,parktype,reqspaces,waivertype,waiverspaces
4594919,402425470,2012,72,required - high density,50,waiver - small num of spaces,45
4548811,402431187,2013,28,required - high density,14,waiver - small num of spaces,9
4206585,402440097,2014,4,required - low density,3,waiver - small num of spaces,2
4537261,402442594,2011,1,required - low density,1,waiver - small num of spaces,0
4537259,402442638,2011,1,required - low density,1,waiver - small num of spaces,0
4537260,402442647,2011,1,required - low density,1,waiver - small num of spaces,0
4537258,402442745,2011,1,required - low density,1,waiver - small num of spaces,0
4536907,402443147,2012,4,required - high density,2,waiver - small num of spaces,0
4536905,402443156,2010,4,required - high density,2,waiver - small num of spaces,0
4113680,402446974,2010,13,required - high density,7,waiver - small num of spaces,2
4540139,402448721,2010,16,required - high density,8,waiver - small num of spaces,3
4539689,402449882,2011,46,required - high density,23,waiver - small num of spaces,8
4044687,402454973,2012,7,required - high density,4,waiver - small num of spaces,0
4044688,402454982,2012,7,required - high density,4,waiver - small num of spaces,0
4540159,402455703,2011,2,required - high density,1,waiver - small num of spaces,0
4019914,402456294,2010,7,required - high density,4,waiver - small num of spaces,0
4005634,402458862,2014,9,required - high density,5,waiver - small num of spaces,0
4549039,402461019,2010,12,required - high density,6,waiver - small num of spaces,1
4538842,402464454,2010,3,required - high density,2,waiver - small num of spaces,0
4595328,402468815,2013,1,required - low density,1,waiver - small/narrow,0
4537623,402471124,2011,8,required - high density,4,waiver - small num of spaces,0
4540172,402473818,2012,4,required - high density,2,waiver - small num of spaces,0
4543112,402475638,2012,2,required - high density,1,waiver - small num of spaces,0
4543089,402475647,2012,3,required - high density,2,waiver - small num of spaces,0
4540149,402477529,2010,4,required - high density,2,waiver - small num of spaces,0
4540150,402477538,2010,4,required - high density,2,waiver - small num of spaces,0
4539311,402477734,2010,15,required - low density,10,waiver - small num of spaces,9
4005457,402492101,2010,7,required - high density,4,waiver - small num of spaces,0
4594993,402492619,2013,7,required - high density,4,waiver - small num of spaces,0
4593897,402501743,2013,3,required - high density,2,waiver - small num of spaces,0
4593893,402501752,2013,2,required - high density,1,waiver - small num of spaces,0
4593896,402501761,2013,3,required - high density,2,waiver - small num of spaces,0
4593895,402501770,2013,3,required - high density,2,waiver - small num of spaces,0
4593894,402501789,2013,2,required - high density,1,waiver - small num of spaces,0
4534766,402502234,2010,2,required - low density,1,waiver - small num of spaces,0
4534382,402503260,2010,8,required - high density,4,waiver - small num of spaces,0
4534386,402503279,2010,8,required - high density,4,waiver - small num of spaces,0
4534385,402503288,2010,8,required - high density,4,waiver - small num of spaces,0
4534383,402503313,2010,8,required - high density,4,waiver - small num of spaces,0
4042880,402504214,2014,33,required - high density,23,waiver - small num of spaces,18
4192896,402509870,2011,4,required - high density,2,waiver - small num of spaces,0
4538948,402509889,2011,4,required - high density,2,waiver - small num of spaces,0
4539326,402510216,2013,36,required - high density,11,waiver - small num of spaces,6
4539378,402510617,2012,7,required - high density,4,waiver - small num of spaces,0
4600457,402527262,2014,17,required - high density,9,waiver - small num of spaces,4
4538212,402534628,2012,2,required - high density,1,waiver - small num of spaces,0
4538213,402534637,2012,2,required - high density,1,waiver - small num of spaces,0
4535254,402535020,2010,2,required - high density,1,waiver - small num of spaces,0
4538162,402535128,2010,2,required - high density,1,waiver - small num of spaces,0
4538534,402535226,2010,2,required - high density,1,waiver - small num of spaces,0
4538531,402535262,2011,2,required - high density,1,waiver - small num of spaces,0
4538530,402535271,2010,2,required - high density,1,waiver - small num of spaces,0
4538529,402535280,2011,2,required - high density,1,waiver - small num of spaces,0
4533605,402535912,2011,33,required - high density,23,waiver - small num of spaces,18
4595001,402537215,2010,3,required - high density,2,waiver - small num of spaces,0
4595000,402537224,2010,3,required - high density,2,waiver - small num of spaces,0
4594999,402537233,2010,3,required - high density,2,waiver - small num of spaces,0
4594998,402537242,2010,3,required - high density,2,waiver - small num of spaces,0
4540109,402538170,2010,12,required - high density,6,waiver - small num of spaces,1
4007724,402539785,2010,19,required - high density,10,waiver - small num of spaces,5
4594967,402543770,2010,3,required - high density,2,waiver - small num of spaces,0
4539382,402543789,2010,2,required - high density,1,waiver - small num of spaces,0
4539381,402543798,2010,2,required - high density,1,waiver - small num of spaces,0
4120463,402545171,2010,3,required - low density,2,waiver - small num of spaces,1
4072537,402547491,2011,17,required - high density,5,waiver - small num of spaces,0
4616457,402550404,2013,14,required - high density,7,waiver - small num of spaces,2
4566285,402550663,2012,10,required - high density,5,waiver - small num of spaces,0
4538972,402552171,2010,9,required - high density,5,waiver - small num of spaces,0
4538971,402552180,2010,9,required - high density,5,waiver - small num of spaces,0
4538949,402553321,2011,4,required - high density,2,waiver - small num of spaces,0
4538947,402553330,2010,4,required - high density,2,waiver - small num of spaces,0
4539450,402554918,2012,10,required - high density,5,waiver - small num of spaces,0
4559367,402556408,2011,25,required - high density,13,waiver - small num of spaces,8
4047639,402557942,2010,5,required - high density,3,waiver - small num of spaces,0
4007753,402561697,2013,2,required - high density,1,waiver - small num of spaces,0
4538999,402564630,2010,2,required - high density,1,waiver - small num of spaces,0
4538994,402564649,2010,2,required - high density,1,waiver - small num of spaces,0
4538997,402564658,2010,2,required - high density,1,waiver - small num of spaces,0
4538998,402564667,2010,2,required - high density,1,waiver - small num of spaces,0
4538996,402564676,2010,2,required - high density,1,waiver - small num of spaces,0
4538977,402565489,2010,3,required - high density,2,waiver - small num of spaces,0
4538978,402565504,2011,3,required - high density,2,waiver - small num of spaces,0
4209957,402568226,2014,3,required - high density,2,waiver - small num of spaces,0
4539504,402568351,2011,30,required - high density,21,waiver - small num of spaces,16
4209958,402568431,2015,3,required - high density,2,waiver - small num of spaces,0
4595550,402568440,2014,3,required - high density,2,waiver - small num of spaces,0
4595551,402568459,2014,3,required - high density,2,waiver - small num of spaces,0
4595552,402568468,2014,3,required - high density,2,waiver - small num of spaces,0
4010600,402571007,2011,9,required - high density,5,waiver - small num of spaces,0
4006902,402572408,2010,7,required - high density,4,waiver - small num of spaces,0
4010062,402572827,2013,8,required - high density,4,waiver - small num of spaces,0
4114160,402575147,2012,4,required - high density,2,waiver - small num of spaces,0
4010640,402575281,2010,6,required - high density,3,waiver - small num of spaces,0
4541406,402577591,2012,12,required - low density,8,waiver - small num of spaces,7
4540364,402579367,2010,65,required - high density,33,waiver - small num of spaces,28
4538554,402580747,2010,4,required - high density,2,waiver - small num of spaces,0
4538550,402581112,2010,3,required - high density,2,waiver - small num of spaces,0
4538551,402581121,2010,3,required - high density,2,waiver - small num of spaces,0
4538552,402581130,2010,4,required - high density,2,waiver - small num of spaces,0
4538553,402581149,2010,4,required - high density,2,waiver - small num of spaces,0
4537579,402581167,2010,24,required - high density,12,waiver - small num of spaces,7
4584555,402584431,2011,25,required - high density,8,waiver - small num of spaces,3
4206558,402586279,2010,10,required - high density,5,waiver - small num of spaces,0
4595002,402587580,2011,3,required - high density,2,waiver - small num of spaces,0
4539456,402587848,2012,2,required - high density,1,waiver - small num of spaces,0
4552213,402587857,2012,2,required - high density,1,waiver - small num of spaces,0
4595377,402592191,2012,24,required - high density,12,waiver - small num of spaces,7
4542654,402592743,2012,11,required - high density,6,waiver - small num of spaces,1
2115902,201085707,2013,18,required - high density,5,waiver - small num of spaces,0
2115293,201085798,2013,3,required - high density,2,waiver - small num of spaces,0
2114617,201085976,2010,75,required - high density,53,waiver - small num of spaces,48
4540171,402596446,2012,6,required - high density,3,waiver - small num of spaces,0
4539585,402597668,2012,66,required - high density,40,waiver - small num of spaces,35
4004536,402598701,2014,80,required - high density,40,waiver - small num of spaces,35
4595623,402600789,2014,18,required - high density,9,waiver - small num of spaces,4
4542222,402601859,2014,214,required - high density,107,waiver - small num of spaces,92
4593908,402601911,2012,8,required - high density,4,waiver - small num of spaces,0
4100841,402604543,2010,7,required - high density,4,waiver - small num of spaces,0
4617229,402604669,2016,28,required - high density,14,waiver - small num of spaces,9
4596071,402604730,2011,10,required - high density,5,waiver - small num of spaces,0
4595264,402605766,2012,2,required - low density,1,waiver - small num of spaces,0
4595265,402605775,2012,2,required - low density,1,waiver - small num of spaces,0
4595266,402605784,2013,2,required - low density,1,waiver - small num of spaces,0
4582163,402605819,2011,2,required - low density,1,waiver - small num of spaces,0
4582166,402605828,2011,2,required - low density,1,waiver - small num of spaces,0
4215682,402605837,2012,2,required - low density,1,waiver - small num of spaces,0
4044477,402606505,2011,17,required - high density,9,waiver - small num of spaces,4
4064882,402609539,2013,4,required - high density,2,waiver - small num of spaces,0
4208831,402610206,2010,346,required - high density,173,waiver - small num of spaces,158
4539422,402614435,2010,8,required - high density,4,waiver - small num of spaces,0
4594682,402614444,2010,8,required - high density,4,waiver - small num of spaces,0
4207030,402614694,2018,8,required - high density,4,waiver - small num of spaces,0
4525645,402614701,2018,8,required - high density,4,waiver - small num of spaces,0
4044979,402615185,2011,8,required - high density,4,waiver - small num of spaces,0
4619832,402616111,2011,8,required - high density,4,waiver - small num of spaces,0
4595348,402616120,2011,8,required - high density,4,waiver - small num of spaces,0
4044533,402616193,2011,8,required - high density,4,waiver - small num of spaces,0
4539692,402618226,2010,6,required - high density,3,waiver - small num of spaces,0
4596346,402624843,2014,38,required - high density,11,waiver - small num of spaces,6
4539608,402625450,2011,15,required - high density,5,waiver - small num of spaces,0
4539609,402625469,2011,15,required - high density,5,waiver - small num of spaces,0
4006587,402625833,2011,10,required - high density,5,waiver - small num of spaces,0
4594877,402628796,2014,4,required - high density,2,waiver - small num of spaces,0
4618356,402635403,2019,41,required - high density,21,waiver - small num of spaces,16
4010508,402635573,2011,8,required - high density,4,waiver - small num of spaces,0
4541693,402639971,2014,66,required - high density,33,waiver - small num of spaces,18
4594699,402644402,2014,3,required - high density,2,waiver - small num of spaces,0
4594700,402644411,2014,3,required - high density,2,waiver - small num of spaces,0
4594702,402645303,2014,3,required - high density,2,waiver - small num of spaces,0
4594701,402645312,2014,3,required - high density,2,waiver - small num of spaces,0
4019875,402650118,2010,117,required - high density,59,waiver - small num of spaces,44
4607335,402650430,2014,21,required - high density,11,waiver - small num of spaces,6
4147277,402655328,2011,7,required - high density,4,waiver - small num of spaces,0
4522358,402658147,2013,3,required - low density,2,waiver - small num of spaces,1
4596091,402658156,2013,3,required - low density,2,waiver - small num of spaces,1
4616724,402659459,2010,24,required - high density,12,waiver - small num of spaces,7
4612463,402660205,2013,6,required - high density,3,waiver - small num of spaces,0
4539494,402661179,2011,25,required - high density,13,waiver - small num of spaces,8
4538649,402662016,2010,7,required - high density,4,waiver - small num of spaces,0
4538650,402662025,2010,7,required - high density,4,waiver - small num of spaces,0
4538648,402662034,2010,7,required - high density,4,waiver - small num of spaces,0
4010505,410006639,2014,8,required - high density,4,waiver - small num of spaces,0
4864333,410006979,2017,29,required - high density,9,waiver - small num of spaces,4
4539305,410011320,2010,3,required - low density,2,waiver - small num of spaces,1
4538337,410011339,2010,3,required - low density,2,waiver - small num of spaces,1
4538338,410011348,2010,3,required - low density,2,waiver - small num of spaces,1
4602578,410011464,2014,8,required - high density,4,waiver - small num of spaces,0
4538339,410011749,2010,3,required - low density,2,waiver - small num of spaces,1
4538340,410011758,2010,3,required - low density,2,waiver - small num of spaces,1
4538341,410011767,2010,3,required - low density,2,waiver - small num of spaces,1
4538342,410011776,2010,3,required - low density,2,waiver - small num of spaces,1
4539421,410013541,2010,17,required - high density,9,waiver - small num of spaces,4
4611489,410013676,2012,18,required - high density,5,waiver - small num of spaces,0
4538419,410015825,2010,2,required - high density,1,waiver - small num of spaces,0
4270053,410015834,2010,2,required - high density,1,waiver - small num of spaces,0
4549254,410017244,2012,8,required - high density,4,waiver - small num of spaces,0
4594934,410017253,2012,8,required - high density,4,waiver - small num of spaces,0
4045397,410017440,2012,83,required - high density,42,waiver - small num of spaces,37
4009423,410019377,2010,22,required - high density,11,waiver - small num of spaces,6
4043692,410021863,2010,8,required - high density,4,waiver - small num of spaces,0
4539426,410023077,2011,16,required - high density,8,waiver - small num of spaces,3
4206575,410024593,2011,27,required - high density,14,waiver - small num of spaces,9
4147278,410025556,2010,7,required - high density,4,waiver - small num of spaces,0
4007846,410026065,2011,7,required - high density,4,waiver - small num of spaces,0
4539451,410026653,2010,10,required - high density,5,waiver - small num of spaces,0
4595273,410027536,2011,10,required - high density,5,waiver - small num of spaces,0
4051522,410031308,2010,12,required - high density,6,waiver - small num of spaces,1
4038631,410031736,2014,30,required - high density,15,waiver - small num of spaces,10
4541374,410032968,2011,12,required - high density,6,waiver - small num of spaces,1
4030453,410036483,2012,31,required - high density,22,waiver - small num of spaces,17
4540146,410039499,2010,10,required - high density,5,waiver - small num of spaces,0
4540121,410040450,2010,8,required - high density,4,waiver - small num of spaces,0
4540151,410040780,2011,13,required - high density,4,waiver - small num of spaces,0
4539317,410041093,2011,8,required - high density,4,waiver - small num of spaces,0
4117248,410041164,2011,12,required - high density,6,waiver - small num of spaces,1
4541376,410043260,2011,50,required - high density,25,waiver - small num of spaces,20
4030292,410044358,2010,12,required - high density,6,waiver - small num of spaces,1
4546124,410046524,2011,22,required - high density,11,waiver - small num of spaces,6
4536338,410047845,2010,14,required - high density,7,waiver - small num of spaces,2
4539303,410048461,2011,29,required - high density,15,waiver - small num of spaces,10
4539403,410048791,2010,18,required - high density,9,waiver - small num of spaces,4
4542826,410048979,2011,3,required - high density,2,waiver - small num of spaces,0
4542827,410048988,2011,3,required - high density,2,waiver - small num of spaces,0
4542828,410048997,2011,3,required - high density,2,waiver - small num of spaces,0
4542829,410049004,2011,3,required - high density,2,waiver - small num of spaces,0
4542830,410049013,2011,2,required - high density,1,waiver - small num of spaces,0
4596385,410049585,2010,58,required - high density,29,waiver - small num of spaces,14
4538737,410051018,2010,8,required - high density,4,waiver - small num of spaces,0
4595991,410051688,2016,5,required - high density,3,waiver - small num of spaces,0
4538738,410052044,2010,8,required - high density,4,waiver - small num of spaces,0
4006680,410053739,2010,26,required - high density,13,waiver - small num of spaces,8
4010723,410056889,2016,8,required - high density,4,waiver - small num of spaces,0
4539554,410058431,2010,8,required - high density,4,waiver - small num of spaces,0
4117230,410058976,2013,10,required - high density,5,waiver - small num of spaces,0
4207776,410059877,2011,18,required - high density,9,waiver - small num of spaces,4
4610309,410059975,2014,2,required - high density,1,waiver - small num of spaces,0
4121745,410060856,2010,1,required - low density,1,waiver - small num of spaces,0
4100860,410060927,2010,10,required - high density,5,waiver - small num of spaces,0
4594935,410062499,2011,8,required - high density,4,waiver - small num of spaces,0
4540056,410063238,2012,7,required - high density,4,waiver - small num of spaces,0
4540057,410063247,2012,7,required - high density,4,waiver - small num of spaces,0
4121746,410063354,2010,1,required - low density,1,waiver - small num of spaces,0
4007814,410063540,2010,9,required - high density,5,waiver - small num of spaces,0
4540125,410065281,2010,18,required - high density,9,waiver - small num of spaces,4
4538730,410065548,2010,8,required - high density,4,waiver - small num of spaces,0
4538731,410065557,2010,7,required - high density,4,waiver - small num of spaces,0
4540180,410065600,2010,8,required - high density,4,waiver - small num of spaces,0
4007780,410066002,2012,8,required - high density,4,waiver - small num of spaces,0
4018535,410066574,2010,8,required - high density,4,waiver - small num of spaces,0
4010443,410067546,2011,10,required - high density,5,waiver - small num of spaces,0
4037480,410067653,2012,8,required - high density,4,waiver - small num of spaces,0
4007092,410068028,2010,31,required - high density,22,waiver - small num of spaces,17
4596916,410070088,2016,122,required - high density,37,waiver - small num of spaces,22
4028395,410071167,2010,8,required - high density,4,waiver - small num of spaces,0
4044683,410073922,2010,16,required - high density,8,waiver - small num of spaces,3
4115123,410074743,2010,8,required - high density,4,waiver - small num of spaces,0
4593853,410074850,2013,22,required - high density,7,waiver - small num of spaces,2
4001778,410075270,2016,38,required - high density,11,waiver - small num of spaces,0
4619805,410075671,2018,4,required - high density,2,waiver - small num of spaces,0
4043886,410076000,2010,7,required - high density,4,waiver - small num of spaces,0
4592211,410076233,2010,41,required - high density,21,waiver - small num of spaces,16
4583683,410077447,2011,1,required - low density,1,waiver - small/narrow,0
4540168,410078133,2011,3,required - high density,2,waiver - small num of spaces,0
4540170,410078142,2011,3,required - high density,2,waiver - small num of spaces,0
4540169,410078151,2011,3,required - high density,2,waiver - small num of spaces,0
4540167,410078160,2011,3,required - high density,2,waiver - small num of spaces,0
4540166,410078179,2011,3,required - high density,2,waiver - small num of spaces,0
4540165,410078188,2011,3,required - high density,2,waiver - small num of spaces,0
4540164,410078197,2011,3,required - high density,2,waiver - small num of spaces,0
4540161,410078204,2011,3,required - high density,2,waiver - small num of spaces,0
4540160,410078213,2011,3,required - high density,2,waiver - small num of spaces,0
4437286,410078222,2011,3,required - high density,2,waiver - small num of spaces,0
4540163,410078669,2011,3,required - high density,2,waiver - small num of spaces,0
4540162,410078678,2011,3,required - high density,2,waiver - small num of spaces,0
4115124,410089292,2010,8,required - high density,4,waiver - small num of spaces,0
4541581,410090967,2011,20,required - high density,10,waiver - small num of spaces,5
4006574,410091699,2011,10,required - high density,5,waiver - small num of spaces,0
4207740,410092359,2011,36,required - high density,18,waiver - small num of spaces,13
4614936,410093009,2016,25,required - high density,13,waiver - small num of spaces,8
4540112,410093143,2010,25,required - high density,13,waiver - small num of spaces,8
4043310,410093241,2014,9,required - high density,5,waiver - small num of spaces,0
4207882,410101081,2013,37,required - high density,19,waiver - small num of spaces,14
4594245,410102473,2013,29,required - high density,20,waiver - small num of spaces,15
4594824,410103926,2013,18,required - high density,13,waiver - small num of spaces,8
4609746,410104051,2015,2,required - high density,1,waiver - small num of spaces,0
4864618,410104060,2015,2,required - high density,1,waiver - small num of spaces,0
4099222,410104569,2010,2,required - low density,1,waiver - small num of spaces,0
4538882,410104578,2010,2,required - low density,1,waiver - small num of spaces,0
4538887,410104587,2010,2,required - low density,1,waiver - small num of spaces,0
4115450,410107174,2013,8,required - high density,4,waiver - small num of spaces,0
4534094,410109458,2010,50,required - high density,25,waiver - small num of spaces,20
4138364,410109724,2011,6,required - high density,3,waiver - small num of spaces,0
4594921,410113452,2012,11,required - high density,3,waiver - small num of spaces,0
4593294,410114317,2013,46,required - high density,23,waiver - small num of spaces,18
4539419,410114353,2010,33,required - high density,17,waiver - small num of spaces,12
4006371,410116226,2011,32,required - high density,16,waiver - small num of spaces,11
4616642,410116958,2010,19,required - high density,10,waiver - small num of spaces,5
4620239,410117635,2013,6,required - low density,4,waiver - small num of spaces,3
4617249,410118572,2019,35,required - high density,25,waiver - small num of spaces,20
4538678,410119287,2010,4,required - high density,2,waiver - small num of spaces,0
4030623,410119410,2010,4,required - high density,2,waiver - small num of spaces,0
4009399,410120998,2010,7,required - high density,4,waiver - small num of spaces,0
4539471,410121292,2010,6,required - low density,6,waiver - small num of spaces,5
4595272,410122184,2013,29,required - high density,15,waiver - small num of spaces,10
4594698,410123272,2013,1,required - low density,1,waiver - small num of spaces,0
4594696,410123281,2013,1,required - low density,1,waiver - small num of spaces,0
4594697,410123290,2013,1,required - low density,1,waiver - small num of spaces,0
4540130,410134420,2011,30,required - high density,15,waiver - small num of spaces,10
4115127,410144794,2010,40,required - high density,28,waiver - small num of spaces,23
4538729,410149165,2010,4,required - high density,2,waiver - small num of spaces,0
4538728,410149174,2010,4,required - high density,2,waiver - small num of spaces,0
4037680,410149726,2011,7,required - high density,4,waiver - small num of spaces,0
4539688,410155718,2011,2,required - low density,2,waiver - small num of spaces,1
4030036,410156584,2017,8,required - high density,4,waiver - small num of spaces,0
4006869,410159714,2011,10,required - high density,5,waiver - small num of spaces,0
4030861,410165468,2010,22,required - high density,7,waiver - small num of spaces,0
4538174,410166314,2010,4,required - high density,2,waiver - small num of spaces,0
4538173,410166323,2010,4,required - high density,2,waiver - small num of spaces,0
4538172,410166332,2010,4,required - high density,2,waiver - small num of spaces,0
4538177,410166341,2010,6,required - high density,3,waiver - small num of spaces,0
4538176,410166350,2010,6,required - high density,3,waiver - small num of spaces,0
4538171,410166369,2010,6,required - high density,3,waiver - small num of spaces,0
4538175,410166378,2010,4,required - high density,2,waiver - small num of spaces,0
4541539,410173360,2012,8,required - high density,4,waiver - small num of spaces,0
4595003,410175849,2012,21,required - high density,11,waiver - small num of spaces,6
4539709,410177972,2012,19,required - high density,10,waiver - small num of spaces,5
4539590,410179872,2010,8,required - high density,4,waiver - small num of spaces,0
4540129,410179881,2010,8,required - high density,4,waiver - small num of spaces,0
4540126,410179890,2010,8,required - high density,4,waiver - small num of spaces,0
4469932,410182573,2012,8,required - high density,4,waiver - small num of spaces,0
4044746,410184483,2011,4,required - high density,2,waiver - small num of spaces,0
4541585,410191689,2011,8,required - high density,2,waiver - small num of spaces,0
4541583,410191698,2011,8,required - high density,2,waiver - small num of spaces,0
4541584,410191705,2011,8,required - high density,2,waiver - small num of spaces,0
4075082,410191714,2011,8,required - high density,2,waiver - small num of spaces,0
4043091,410196336,2010,8,required - high density,4,waiver - small num of spaces,0
4007779,410198860,2010,8,required - high density,4,waiver - small num of spaces,0
4617746,410200367,2018,15,required - high density,5,waiver - small num of spaces,0
4539414,410203202,2013,47,required - high density,24,waiver - small num of spaces,19
4009883,410204853,2012,21,required - high density,11,waiver - small num of spaces,6
4541401,410205601,2011,8,required - high density,4,waiver - small num of spaces,0
4618440,410209162,2019,5,required - low density,3,waiver - small num of spaces,2
4620226,410213914,2011,8,required - high density,4,waiver - small num of spaces,0
4539553,410214227,2012,4,required - high density,2,waiver - small num of spaces,0
4539550,410214236,2012,4,required - high density,2,waiver - small num of spaces,0
4539552,410214245,2012,4,required - high density,2,waiver - small num of spaces,0
4539551,410214254,2012,4,required - high density,2,waiver - small num of spaces,0
4541544,410219393,2011,8,required - high density,4,waiver - small num of spaces,0
4541543,410219534,2011,8,required - high density,4,waiver - small num of spaces,0
4008539,410223137,2011,8,required - high density,4,waiver - small num of spaces,0
4010018,410228061,2011,8,required - high density,4,waiver - small num of spaces,0
4039580,410228169,2012,2,required - high density,1,waiver - small num of spaces,0
4540433,410231217,2011,2,required - high density,1,waiver - small num of spaces,0
4540434,410231404,2011,2,required - high density,1,waiver - small num of spaces,0
4595440,410231636,2013,2,required - high density,1,waiver - small num of spaces,0
4595439,410231645,2013,2,required - high density,1,waiver - small num of spaces,0
4596564,410231654,2015,1,required - high density,1,waiver - small num of spaces,0
4596561,410231663,2016,2,required - high density,1,waiver - small num of spaces,0
4596379,410231672,2014,2,required - high density,1,waiver - small num of spaces,0
4596380,410231681,2015,2,required - high density,1,waiver - small num of spaces,0
4540435,410231707,2011,2,required - high density,1,waiver - small num of spaces,0
4540436,410231716,2011,2,required - high density,1,waiver - small num of spaces,0
4540437,410231725,2011,2,required - high density,1,waiver - small num of spaces,0
4540441,410231734,2011,2,required - high density,1,waiver - small num of spaces,0
4595050,410231832,2013,2,required - high density,1,waiver - small num of spaces,0
4595044,410231841,2013,2,required - high density,1,waiver - small num of spaces,0
4540438,410231850,2011,2,required - high density,1,waiver - small num of spaces,0
4590418,410231869,2011,2,required - high density,1,waiver - small num of spaces,0
4590422,410231878,2011,2,required - high density,1,waiver - small num of spaces,0
4618542,410231887,2016,2,required - high density,1,waiver - small num of spaces,0
4618543,410231896,2016,1,required - high density,1,waiver - small num of spaces,0
4595438,410231903,2013,2,required - high density,1,waiver - small num of spaces,0
4595456,410231912,2013,2,required - high density,1,waiver - small num of spaces,0
4540439,410234205,2011,2,required - high density,1,waiver - small num of spaces,0
4618386,410235543,2017,4,required - high density,2,waiver - small num of spaces,0
4045301,420000082,2010,7,required - high density,4,waiver - small num of spaces,0
4116402,420007851,2012,4,required - high density,2,waiver - small num of spaces,0
4007616,420012355,2012,8,required - high density,4,waiver - small num of spaces,0
4048613,420012550,2013,4,required - high density,2,waiver - small num of spaces,0
4209764,420021586,2014,68,required - high density,34,waiver - small num of spaces,29
4112087,420026965,2011,8,required - high density,4,waiver - small num of spaces,0
4596304,420027269,2014,2,required - high density,1,waiver - small num of spaces,0
4596301,420027278,2014,2,required - high density,1,waiver - small num of spaces,0
4030545,420027296,2011,27,required - high density,14,waiver - small num of spaces,9
4596305,420028008,2014,2,required - high density,1,waiver - small num of spaces,0
4596300,420028017,2015,1,required - high density,1,waiver - small num of spaces,0
4596297,420028026,2014,2,required - high density,1,waiver - small num of spaces,0
4596569,420028035,2015,2,required - high density,1,waiver - small num of spaces,0
4596567,420028044,2015,2,required - high density,1,waiver - small num of spaces,0
4607469,420028053,2016,2,required - high density,1,waiver - small num of spaces,0
4596565,420028062,2016,2,required - high density,1,waiver - small num of spaces,0
4596563,420028071,2015,2,required - high density,1,waiver - small num of spaces,0
4596560,420028080,2014,2,required - high density,1,waiver - small num of spaces,0
4596559,420028099,2015,2,required - high density,1,waiver - small num of spaces,0
4596558,420028106,2015,2,required - high density,1,waiver - small num of spaces,0
4596044,420028115,2013,2,required - high density,1,waiver - small num of spaces,0
4596042,420028124,2013,2,required - high density,1,waiver - small num of spaces,0
4595455,420028133,2012,2,required - high density,1,waiver - small num of spaces,0
4595454,420028142,2012,2,required - high density,1,waiver - small num of spaces,0
4596296,420028151,2013,2,required - high density,1,waiver - small num of spaces,0
4595453,420028160,2012,2,required - high density,1,waiver - small num of spaces,0
4595452,420028179,2012,2,required - high density,1,waiver - small num of spaces,0
4595442,420028188,2012,2,required - high density,1,waiver - small num of spaces,0
4595451,420028197,2012,2,required - high density,1,waiver - small num of spaces,0
4595457,420028204,2012,2,required - high density,1,waiver - small num of spaces,0
4595450,420028213,2013,2,required - high density,1,waiver - small num of spaces,0
4595449,420028222,2013,2,required - high density,1,waiver - small num of spaces,0
4595448,420028231,2013,2,required - high density,1,waiver - small num of spaces,0
4595447,420028240,2013,2,required - high density,1,waiver - small num of spaces,0
4596027,420028259,2016,2,required - high density,1,waiver - small num of spaces,0
4596025,420028268,2014,2,required - high density,1,waiver - small num of spaces,0
4596024,420028277,2013,2,required - high density,1,waiver - small num of spaces,0
4595446,420028286,2013,2,required - high density,1,waiver - small num of spaces,0
4595444,420028295,2013,2,required - high density,1,waiver - small num of spaces,0
4595463,420028302,2013,2,required - high density,1,waiver - small num of spaces,0
4596041,420028311,2014,2,required - high density,1,waiver - small num of spaces,0
4596038,420028320,2013,2,required - high density,1,waiver - small num of spaces,0
4596037,420028339,2014,2,required - high density,1,waiver - small num of spaces,0
4596033,420028348,2014,2,required - high density,1,waiver - small num of spaces,0
4596032,420028357,2014,2,required - high density,1,waiver - small num of spaces,0
4596029,420028366,2015,2,required - high density,1,waiver - small num of spaces,0
4596028,420028375,2016,2,required - high density,1,waiver - small num of spaces,0
4596467,420028384,2014,2,required - high density,1,waiver - small num of spaces,0
4596475,420028393,2015,2,required - high density,1,waiver - small num of spaces,0
4596478,420028400,2015,2,required - high density,1,waiver - small num of spaces,0
4596484,420028419,2014,2,required - high density,1,waiver - small num of spaces,0
4596487,420028428,2014,2,required - high density,1,waiver - small num of spaces,0
4596490,420028437,2014,2,required - high density,1,waiver - small num of spaces,0
4596505,420028446,2014,2,required - high density,1,waiver - small num of spaces,0
4596501,420028455,2015,2,required - high density,1,waiver - small num of spaces,0
4596500,420028464,2015,2,required - high density,1,waiver - small num of spaces,0
4596499,420028473,2014,2,required - high density,1,waiver - small num of spaces,0
4596295,420028482,2016,2,required - high density,1,waiver - small num of spaces,0
4596293,420028491,2015,2,required - high density,1,waiver - small num of spaces,0
4596292,420028507,2016,2,required - high density,1,waiver - small num of spaces,0
4596289,420028516,2016,2,required - high density,1,waiver - small num of spaces,0
4596557,420028525,2015,1,required - high density,1,waiver - small num of spaces,0
4596556,420028534,2016,1,required - high density,1,waiver - small num of spaces,0
4596555,420028543,2015,1,required - high density,1,waiver - small num of spaces,0
4596552,420028552,2015,2,required - high density,1,waiver - small num of spaces,0
4596551,420028561,2016,2,required - high density,1,waiver - small num of spaces,0
4596550,420028570,2015,2,required - high density,1,waiver - small num of spaces,0
4596549,420028589,2014,2,required - high density,1,waiver - small num of spaces,0
